,Valid_LIB.C.150,pezalps.TNRS.phy.tip.label,Alien_origin,rep.1..length.pezalps.TNRS.phy.tip.label..,endemic.TNRS,Ecrins.NP,Summits,Persistent,Under.Ice,Plat.de.la.Selle,Barre.des.Ecrins,La.Meije,Sirac,Rouies,Olan,Pelvoux,Occidentale.Ailefroide,Brevoort,Burlan,Rocher.de.la.Selle,Choisy,Muraillette,Rateau,Lauvitel
202,Buglossoides_arvensis,Buglossoides_arvensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Buglossoides_incrassata,Buglossoides_incrassata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Bunias_orientalis,Bunias_orientalis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Bunium_bulbocastanum,Bunium_bulbocastanum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Buphthalmum_salicifolium,Buphthalmum_salicifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Bupleurum_falcatum,Bupleurum_falcatum,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Bupleurum_longifolium,Diaphyllum_longifolium,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Bupleurum_petraeum,Bupleurum_petraeum,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Bupleurum_ranunculoides,Bupleurum_ranunculoides,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Bupleurum_rotundifolium,Bupleurum_rotundifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Bupleurum_stellatum,Bupleurum_stellatum,,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
213,Buxus_sempervirens,Buxus_sempervirens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Calamagrostis_epigejos,Calamagrostis_epigejos,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Calamagrostis_phragmitoides,Calamagrostis_pseudophragmites,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Calamagrostis_varia,Calamagrostis_varia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Calamagrostis_villosa,Calamagrostis_villosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Callianthemum_coriandrifolium,Callianthemum_coriandrifolium,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,Calluna_vulgaris,Calluna_vulgaris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Caltha_palustris,Caltha_palustris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Camelina_microcarpa,Camelina_microcarpa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Campanula_alpestris,Campanula_alpestris,,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
223,Campanula_glomerata,Campanula_glomerata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Campanula_glomerata_subsp._glomerata,Campanula_spicata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Campanula_latifolia,Campanula_latifolia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Campanula_patula,Campanula_patula,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Campanula_persicifolia,Campanula_persicifolia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Campanula_rapunculoides,Campanula_rapunculoides,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Campanula_rhomboidalis,Campanula_rhomboidalis,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,Campanula_rotundifolia,Campanula_rotundifolia,,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
231,Campanula_stenocodon,Campanula_linifolia,,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
232,Campanula_trachelium,Campanula_trachelium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Capsella_bursa-pastoris,Capsella_bursa_pastoris,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,Cardamine_alpina,Cardamine_alpina,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
235,Cardamine_flexuosa,Cardamine_hirsuta,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Cardamine_heptaphylla,Cardamine_heptaphylla,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Cardamine_impatiens,Cardamine_impatiens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Cardamine_pentaphyllos,Cardamine_pentaphyllos,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Cardamine_resedifolia,Cardamine_resedifolia,,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
240,Carduus_defloratus,Carduus_defloratus,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,Carduus_defloratus_subsp._carlinifolius,Carduus_carlinifolius,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,Carduus_defloratus_subsp._medius,Carduus_medius,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
243,Carduus_nutans,Carduus_nutans,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Carduus_personata,Carduus_personata,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Carduus_tenuiflorus,Carduus_acanthoides,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Carex_alba,Carex_alba,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Carex_atrata,Carex_atrata,,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
248,Carex_bicolor,Carex_bicolor,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
249,Carex_curvula,Kobresia_curvula,,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
250,Carex_davalliana,Carex_davalliana,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Carex_digitata,Bitteria_digitata,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,Carex_echinata,Carex_muricata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Carex_ferruginea,Carex_ferruginea,,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
254,Carex_flacca,Carex_flacca,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Carex_flava,Carex_flava,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Carex_foetida,Carex_foetida,,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
257,Carex_frigida,Carex_frigida,,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
258,Carex_hirta,Carex_hirta,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Carex_hispida,Carex_acutiformis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Carex_hordeistichos,Carex_hordeistichos,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Carex_hostiana,Carex_hostiana,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Carex_humilis,Carex_humilis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Carex_liparocarpos,Carex_liparocarpos,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Carex_macloviana,Carex_macloviana,"North Eurasia, America",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Carex_montana,Carex_caryophyllea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Carex_myosuroides,Kobresia_myosuroides,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
267,Carex_nigra,Carex_cespitosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Carex_pallescens,Carex_pallescens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Carex_panicea,Carex_panicea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Carex_paniculata,Rhynchopera_paniculata,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Carex_planostachys,Carex_planostachys,Central to North America,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Carex_rostrata,Carex_rostrata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Carex_rupestris,Carex_rupestris,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,Carex_spicata,Carex_spicata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Carex_sylvatica,Carex_capillaris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Carex_tomentosa,Trasus_tomentosus,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Carex_vesicaria,Carex_vesicaria,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Carex_viridula,Carex_viridula,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Carex_vulpina,Carex_vulpina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Carlina_acanthifolia,Carlina_acanthifolia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Carlina_acaulis,Carlina_acaulis,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,Carlina_biebersteinii,Carlina_biebersteinii,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Carlina_vulgaris,Carlina_vulgaris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Carum_carvi,Carum_carvi,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Catananche_caerulea,Catananche_caerulea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Caucalis_platycarpos,Caucalis_platycarpos,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Cedrus_atlantica,Cedrus_atlantica,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Centaurea_jacea,Centaurea_jacea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Centaurea_scabiosa,Centaurea_scabiosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Centaurea_solstitialis,Centaurea_solstitialis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Centaurea_stoebe,Centaurea_stoebe,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Centaurea_uniflora,Centaurea_uniflora,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
293,Centaurium_erythraea,Centaurium_erythraea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Centranthus_angustifolius,Centranthus_angustifolius,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Centranthus_calcitrapae,Centranthus_calcitrapae,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Cephalanthera_damasonium,Cephalanthera_damasonium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Cephalanthera_longifolia,Cephalanthera_longifolia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Cephalanthera_rubra,Limodorum_rubrum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Cephalaria_alpina,Cephalaria_alpina,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Cerastium_alpinum,Cerastium_alpinum,,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
301,Cerastium_arvense,Cerastium_arvense,,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
302,Cerastium_cerastoides,Cerastium_cerastoides,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
303,Cerastium_fontanum,Cerastium_fontanum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Cerastium_latifolium,Cerastium_latifolium,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
305,Cerastium_pedunculatum,Cerastium_pedunculatum,,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1
306,Cerastium_pumilum,Cerastium_pumilum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Cerastium_semidecandrum,Cerastium_semidecandrum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Cerastium_uniflorum,Cerastium_uniflorum,,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
309,Cerinthe_glabra,Cerinthe_glabra,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Cerinthe_minor,Cerinthe_minor,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Chaenorrhinum_minus,Chaenorrhinum_minus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Chaenorrhinum_rubrifolium,Chaenorhinum_rubrifolium,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Chaerophyllum_aureum,Chaerophyllum_aureum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Chaerophyllum_temulum,Chaerophyllum_temulum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Chaerophyllum_villarsii,Chaerophyllum_villarsii,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Chamorchis_alpina,Chamorchis_alpina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Chelidonium_majus,Chelidonium_majus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Chenopodium_album,Chenopodium_album,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Chondrilla_juncea,Chondrilla_juncea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Chrysosplenium_alternifolium,Chrysosplenium_alternifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Cichorium_intybus,Cichorium_intybus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Cirsium_acaulon,Cirsium_acaule,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,Cirsium_arvense,Cirsium_arvense,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Cirsium_eriophorum,Cirsium_eriophorum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Cirsium_monspessulanum,Cirsium_monspessulanum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Cirsium_palustre,Cirsium_palustre,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Cirsium_spinosissimum,Cirsium_spinosissimum,,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
328,Cirsium_vulgare,Cirsium_vulgare,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Cladium_mariscus,Cladium_mariscus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Clematis_alpina,Atragene_alpina,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Clematis_vitalba,Clematis_vitalba,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Clinopodium_acinos,Clinopodium_acinos,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Clinopodium_alpinum,Acinos_alpinus,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
334,Clinopodium_grandiflorum,Clinopodium_grandiflorum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Clinopodium_nepeta,Clinopodium_nepeta,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Clinopodium_vulgare,Clinopodium_vulgare,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Coincya_monensis,Coincya_monensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Coincya_richeri,Coincya_richeri,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Colchicum_alpinum,Colchicum_alpinum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Colchicum_autumnale,Colchicum_autumnale,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Colchicum_bulbocodium,Merendera_verna,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Colutea_arborescens,Colutea_arborescens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Comastoma_tenellum,Gentianella_tenella,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Convallaria_majalis,Convallaria_majalis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Convolvulus_arvensis,Convolvulus_arvensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Convolvulus_sepium,Calystegia_sepium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Corallorhiza_trifida,Corallorhiza_trifida,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Coristospermum_ferulaceum,Coristospermum_ferulaceum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Cornus_sanguinea,Thelycrania_sanguinea,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Coronilla_minima,Coronilla_minima,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Coronilla_vaginalis,Coronilla_vaginalis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Coronilla_varia,Securigera_varia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Corydalis_intermedia,Corydalis_intermedia,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Corydalis_solida,Corydalis_solida,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Corylus_avellana,Corylus_avellana,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Cotoneaster_integerrimus,Cotoneaster_integerrimus,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,Cotoneaster_tomentosus,Cotoneaster_tomentosus,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Crataegus_laevigata,Crataegus_laevigata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Crataegus_monogyna,Crataegus_monogyna,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Crepis_aurea,Crepis_aurea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Crepis_biennis,Crepis_biennis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Crepis_conyzifolia,Crepis_conyzifolia,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Crepis_foetida,Crepis_foetida,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Crepis_nicaeensis,Crepis_nicaeensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Crepis_paludosa,Crepis_paludosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Crepis_pontana,Crepis_pontana,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Crepis_pygmaea,Crepis_pygmaea,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
368,Crepis_pyrenaica,Crepis_pyrenaica,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Crepis_vesicaria,Crepis_vesicaria,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Crocus_flavus,Crocus_vernus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Cruciata_glabra,Cruciata_glabra,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Cruciata_laevipes,Cruciata_laevipes,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Crupina_vulgaris,Crupina_vulgaris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Cryptogramma_crispa,Cryptogramma_crispa,,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
375,Cuscuta_epilinum,Cuscuta_epilinum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Cuscuta_epithymum,Cuscuta_epithymum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Cuscuta_europaea,Cuscuta_europaea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Cuscuta_planiflora,Cuscuta_planiflora,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Cyanus_montanus,Cyanus_montanus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Cyanus_segetum,Cyanus_segetum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Cynoglossum_officinale,Cynoglossum_officinale,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Cynosurus_cristatus,Cynosurus_cristatus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Cypripedium_calceolus,Cypripedium_calceolus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Cystopteris_dickieana,Cystopteris_dickieana,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Cystopteris_fragilis,Cystopteris_fragilis,,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
386,Cytisophyllum_sessilifolium,Cytisophyllum_sessilifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Dactylis_glomerata,Dactylis_glomerata,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Dactylorhiza_fuchsii,Dactylorhiza_fuchsii,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Dactylorhiza_incarnata,Dactylorhiza_incarnata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Dactylorhiza_maculata,Dactylorhiza_maculata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Dactylorhiza_majalis,Dactylorhiza_majalis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Dactylorhiza_sambucina,Dactylorhiza_sambucina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Dactylorhiza_traunsteineri_subsp._lapponica,Dactylorhiza_lapponica,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Dactylorhiza_viridis,Dactylorhiza_viridis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Danthonia_decumbens,Danthonia_decumbens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Daphne_alpina,Daphne_alpina,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
397,Daphne_cneorum,Daphne_cneorum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Daphne_laureola,Daphne_laureola,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Daphne_mezereum,Daphne_mezereum,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400,Daucus_carota,Daucus_carota,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Delphinium_consolida,Consolida_regalis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Deschampsia_cespitosa,Deschampsia_cespitosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Descurainia_sophia,Descurainia_sophia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Descurainia_tanacetifolia,Descurainia_tanacetifolia,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Dianthus_carthusianorum,Dianthus_carthusianorum,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Dianthus_caryophyllus,Dianthus_caryophyllus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
